coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,rights,Owner,UsageTerms,WebStatement,caption,comments,providerManagedID,MetadataDate,format,associatedSpecimenReference,type,subtype,metadataLanguage
183129,https://api.idigbio.org/v2/media/7f8953321a9cc2dcf81e61cf2f5f72f7,https://api.idigbio.org/v2/media/7f8953321a9cc2dcf81e61cf2f5f72f7,https://api.idigbio.org/v2/media/7f8953321a9cc2dcf81e61cf2f5f72f7?size=thumbnail,https://api.idigbio.org/v2/media/7f8953321a9cc2dcf81e61cf2f5f72f7?size=webview,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:b5cf4509-f9f4-498d-9b52-91027a292577,"2019-06-03 18:17:20",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183129,StillImage,Photograph,en
183130,https://api.idigbio.org/v2/media/b6b32aa7c59a7318aae9cac6810e3a32,https://api.idigbio.org/v2/media/b6b32aa7c59a7318aae9cac6810e3a32,https://api.idigbio.org/v2/media/b6b32aa7c59a7318aae9cac6810e3a32?size=thumbnail,https://api.idigbio.org/v2/media/b6b32aa7c59a7318aae9cac6810e3a32?size=webview,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:f185044c-f767-4cae-ad83-5d91302d0530,"2019-06-03 18:17:25",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183130,StillImage,Photograph,en
183130,https://bisque.cyverse.org/image_service/image/00-a8SRsbfqmcFf6gjuaqL5ZP/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-a8SRsbfqmcFf6gjuaqL5ZP/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-a8SRsbfqmcFf6gjuaqL5ZP/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-a8SRsbfqmcFf6gjuaqL5ZP/resize:1250/format:jpeg,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:93841daa-c60f-4b77-9023-e77212f0a030,"2019-10-22 09:16:22",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183130,StillImage,Photograph,en
183131,https://api.idigbio.org/v2/media/e52106f4f1c6c88a73db61b959e84033,https://api.idigbio.org/v2/media/e52106f4f1c6c88a73db61b959e84033,https://api.idigbio.org/v2/media/e52106f4f1c6c88a73db61b959e84033?size=thumbnail,https://api.idigbio.org/v2/media/e52106f4f1c6c88a73db61b959e84033?size=webview,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:82338909-998b-4da8-95ab-d6aba573b05b,"2019-06-03 18:17:24",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183131,StillImage,Photograph,en
183131,https://bisque.cyverse.org/image_service/image/00-8QdYfYV85NciXPAQL7QUKa/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-8QdYfYV85NciXPAQL7QUKa/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-8QdYfYV85NciXPAQL7QUKa/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-8QdYfYV85NciXPAQL7QUKa/resize:1250/format:jpeg,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:71a58265-af02-4806-b0b5-2d7df0bc7fe6,"2019-10-22 09:16:22",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183131,StillImage,Photograph,en
183132,https://api.idigbio.org/v2/media/dd75bb39564bf5bd590fe85d0c53381f,https://api.idigbio.org/v2/media/dd75bb39564bf5bd590fe85d0c53381f,https://api.idigbio.org/v2/media/dd75bb39564bf5bd590fe85d0c53381f?size=thumbnail,https://api.idigbio.org/v2/media/dd75bb39564bf5bd590fe85d0c53381f?size=webview,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:3ac9cdad-ebfe-4253-949c-e0d13ca379f1,"2019-06-03 18:17:25",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183132,StillImage,Photograph,en
183132,https://bisque.cyverse.org/image_service/image/00-jEMGMbpvLMwdnK6cSL2UfZ/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-jEMGMbpvLMwdnK6cSL2UfZ/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-jEMGMbpvLMwdnK6cSL2UfZ/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-jEMGMbpvLMwdnK6cSL2UfZ/resize:1250/format:jpeg,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c39105a3-50ab-492a-b338-fb5c4037acb6,"2019-10-22 09:16:22",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183132,StillImage,Photograph,en
183133,https://api.idigbio.org/v2/media/5fed1116517921500caa7b18f4a9491d,https://api.idigbio.org/v2/media/5fed1116517921500caa7b18f4a9491d,https://api.idigbio.org/v2/media/5fed1116517921500caa7b18f4a9491d?size=thumbnail,https://api.idigbio.org/v2/media/5fed1116517921500caa7b18f4a9491d?size=webview,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:2657d55a-8e3d-49b0-9a55-1e8c0dd09131,"2019-06-03 18:17:26",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183133,StillImage,Photograph,en
183133,https://bisque.cyverse.org/image_service/image/00-ijg6idPmhkMR5khUvZikWN/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-ijg6idPmhkMR5khUvZikWN/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-ijg6idPmhkMR5khUvZikWN/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-ijg6idPmhkMR5khUvZikWN/resize:1250/format:jpeg,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:480f592b-d902-4313-a2d2-e62fb1ed8b28,"2019-10-22 09:16:22",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183133,StillImage,Photograph,en
183134,https://api.idigbio.org/v2/media/3e2d2ae451cdee8f07b6d116d1644ba0,https://api.idigbio.org/v2/media/3e2d2ae451cdee8f07b6d116d1644ba0,https://api.idigbio.org/v2/media/3e2d2ae451cdee8f07b6d116d1644ba0?size=thumbnail,https://api.idigbio.org/v2/media/3e2d2ae451cdee8f07b6d116d1644ba0?size=webview,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:7e54fad7-fd43-4f10-af01-d1cd5b08eb6d,"2019-06-03 18:17:24",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183134,StillImage,Photograph,en
183134,https://bisque.cyverse.org/image_service/image/00-GfRU5asAAPWwKXQ6tb3A4R/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-GfRU5asAAPWwKXQ6tb3A4R/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-GfRU5asAAPWwKXQ6tb3A4R/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-GfRU5asAAPWwKXQ6tb3A4R/resize:1250/format:jpeg,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c028b88c-a417-4a5c-82bb-e16717b25d89,"2019-10-22 09:16:22",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183134,StillImage,Photograph,en
183135,https://api.idigbio.org/v2/media/e597f0043952efcc2697b11289600de5,https://api.idigbio.org/v2/media/e597f0043952efcc2697b11289600de5,https://api.idigbio.org/v2/media/e597f0043952efcc2697b11289600de5?size=thumbnail,https://api.idigbio.org/v2/media/e597f0043952efcc2697b11289600de5?size=webview,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:fab64d4b-13ba-4882-8455-fe246dc437c2,"2019-06-03 18:17:24",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183135,StillImage,Photograph,en
183135,https://bisque.cyverse.org/image_service/image/00-ENVvcnDsCVnjNZi6S9FLye/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-ENVvcnDsCVnjNZi6S9FLye/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-ENVvcnDsCVnjNZi6S9FLye/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-ENVvcnDsCVnjNZi6S9FLye/resize:1250/format:jpeg,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:7837cc12-98cb-4410-8988-3183ba06d8e5,"2019-10-22 09:16:22",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183135,StillImage,Photograph,en
183136,https://api.idigbio.org/v2/media/a9b0a4918774db392b41b50a55c2d7bd,https://api.idigbio.org/v2/media/a9b0a4918774db392b41b50a55c2d7bd,https://api.idigbio.org/v2/media/a9b0a4918774db392b41b50a55c2d7bd?size=thumbnail,https://api.idigbio.org/v2/media/a9b0a4918774db392b41b50a55c2d7bd?size=webview,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:41fa99df-62cb-4ac8-8ae4-ee2e2baaed2b,"2019-06-03 18:17:19",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183136,StillImage,Photograph,en
183136,https://bisque.cyverse.org/image_service/image/00-SB26nJmKVPQf7mQtinYyii/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-SB26nJmKVPQf7mQtinYyii/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-SB26nJmKVPQf7mQtinYyii/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-SB26nJmKVPQf7mQtinYyii/resize:1250/format:jpeg,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:7c4a6dad-aa4c-4c1d-8da3-9b60b2412b7c,"2019-10-22 09:16:22",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183136,StillImage,Photograph,en
183137,https://api.idigbio.org/v2/media/f1e1301c9bdd65316418600e1837a08b,https://api.idigbio.org/v2/media/f1e1301c9bdd65316418600e1837a08b,https://api.idigbio.org/v2/media/f1e1301c9bdd65316418600e1837a08b?size=thumbnail,https://api.idigbio.org/v2/media/f1e1301c9bdd65316418600e1837a08b?size=webview,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:1c136c15-ee0e-420c-aa0d-70ce64f66c65,"2019-06-03 18:17:18",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183137,StillImage,Photograph,en
183137,https://bisque.cyverse.org/image_service/image/00-EzDgpmnqZy2ywueLaavv23/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-EzDgpmnqZy2ywueLaavv23/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-EzDgpmnqZy2ywueLaavv23/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-EzDgpmnqZy2ywueLaavv23/resize:1250/format:jpeg,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:0fbf5263-8a56-4ad4-b798-bb7c9672ec1c,"2019-10-22 09:16:22",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183137,StillImage,Photograph,en
183138,https://api.idigbio.org/v2/media/5c280f1b761a9e7e697dd587b4b80801,https://api.idigbio.org/v2/media/5c280f1b761a9e7e697dd587b4b80801,https://api.idigbio.org/v2/media/5c280f1b761a9e7e697dd587b4b80801?size=thumbnail,https://api.idigbio.org/v2/media/5c280f1b761a9e7e697dd587b4b80801?size=webview,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:845dcf8b-144d-493d-955f-5e5485c71417,"2019-06-03 18:17:16",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183138,StillImage,Photograph,en
183138,https://bisque.cyverse.org/image_service/image/00-VH5iAEPCTCeEb9VDuCH3b5/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-VH5iAEPCTCeEb9VDuCH3b5/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-VH5iAEPCTCeEb9VDuCH3b5/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-VH5iAEPCTCeEb9VDuCH3b5/resize:1250/format:jpeg,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:93517f78-e7e6-4e66-b229-616548af5028,"2019-10-22 09:16:23",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183138,StillImage,Photograph,en
183139,https://api.idigbio.org/v2/media/428ac4894c95d626fd68b9e60d4e523e,https://api.idigbio.org/v2/media/428ac4894c95d626fd68b9e60d4e523e,https://api.idigbio.org/v2/media/428ac4894c95d626fd68b9e60d4e523e?size=thumbnail,https://api.idigbio.org/v2/media/428ac4894c95d626fd68b9e60d4e523e?size=webview,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:410640ed-6f60-4d85-838d-c1f391e9bfcf,"2019-06-03 18:17:25",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183139,StillImage,Photograph,en
183139,https://bisque.cyverse.org/image_service/image/00-ZC6E9HGcQyWCVZ8EmbN2of/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-ZC6E9HGcQyWCVZ8EmbN2of/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-ZC6E9HGcQyWCVZ8EmbN2of/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-ZC6E9HGcQyWCVZ8EmbN2of/resize:1250/format:jpeg,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:33f11a4e-078c-46f9-bf2f-eb05ee9b0b07,"2019-10-22 09:16:22",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183139,StillImage,Photograph,en
183140,https://api.idigbio.org/v2/media/afbc4c14993680c1a4733a322e72525a,https://api.idigbio.org/v2/media/afbc4c14993680c1a4733a322e72525a,https://api.idigbio.org/v2/media/afbc4c14993680c1a4733a322e72525a?size=thumbnail,https://api.idigbio.org/v2/media/afbc4c14993680c1a4733a322e72525a?size=webview,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:b8f9f47f-9789-41be-9551-7a307623630e,"2019-06-03 18:17:20",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183140,StillImage,Photograph,en
183141,https://api.idigbio.org/v2/media/3fc729d3ebc8646b152460080d1f7f45,https://api.idigbio.org/v2/media/3fc729d3ebc8646b152460080d1f7f45,https://api.idigbio.org/v2/media/3fc729d3ebc8646b152460080d1f7f45?size=thumbnail,https://api.idigbio.org/v2/media/3fc729d3ebc8646b152460080d1f7f45?size=webview,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:388bca3d-cf7c-4fad-bc1e-f16a157f0f64,"2019-06-03 18:17:17",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183141,StillImage,Photograph,en
183141,https://bisque.cyverse.org/image_service/image/00-L7FuwkUH5pRWtavstfpsMg/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-L7FuwkUH5pRWtavstfpsMg/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-L7FuwkUH5pRWtavstfpsMg/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-L7FuwkUH5pRWtavstfpsMg/resize:1250/format:jpeg,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:e4f9ca14-3ffc-4446-bfc8-0324f1e81837,"2019-10-22 09:16:23",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183141,StillImage,Photograph,en
183142,https://api.idigbio.org/v2/media/da26374fc7e194c97ee2b014111db2da,https://api.idigbio.org/v2/media/da26374fc7e194c97ee2b014111db2da,https://api.idigbio.org/v2/media/da26374fc7e194c97ee2b014111db2da?size=thumbnail,https://api.idigbio.org/v2/media/da26374fc7e194c97ee2b014111db2da?size=webview,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:5bfb2f27-98c5-4bdc-965c-5fa61ac46c11,"2019-06-03 18:17:24",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183142,StillImage,Photograph,en
183142,https://bisque.cyverse.org/image_service/image/00-WWWyfw4hCGHNwWuRBkdEnN/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-WWWyfw4hCGHNwWuRBkdEnN/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-WWWyfw4hCGHNwWuRBkdEnN/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-WWWyfw4hCGHNwWuRBkdEnN/resize:1250/format:jpeg,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c3386f93-58cd-4502-9cef-2a4fa05ed7b7,"2019-10-22 09:16:22",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183142,StillImage,Photograph,en
183143,https://api.idigbio.org/v2/media/581c6e92804147a61d59405076ec9991,https://api.idigbio.org/v2/media/581c6e92804147a61d59405076ec9991,https://api.idigbio.org/v2/media/581c6e92804147a61d59405076ec9991?size=thumbnail,https://api.idigbio.org/v2/media/581c6e92804147a61d59405076ec9991?size=webview,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:e2bfd0e6-30f2-4f11-a987-001692509940,"2019-06-03 18:17:16",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183143,StillImage,Photograph,en
183143,https://bisque.cyverse.org/image_service/image/00-QenwT7fFdgfL8Q8j9Gv9Xg/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-QenwT7fFdgfL8Q8j9Gv9Xg/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-QenwT7fFdgfL8Q8j9Gv9Xg/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-QenwT7fFdgfL8Q8j9Gv9Xg/resize:1250/format:jpeg,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:562e73aa-f593-40b8-86cd-88693745da19,"2019-10-22 09:16:22",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183143,StillImage,Photograph,en
183144,https://api.idigbio.org/v2/media/d38f156cc00ce47e330b6ea3882e358e,https://api.idigbio.org/v2/media/d38f156cc00ce47e330b6ea3882e358e,https://api.idigbio.org/v2/media/d38f156cc00ce47e330b6ea3882e358e?size=thumbnail,https://api.idigbio.org/v2/media/d38f156cc00ce47e330b6ea3882e358e?size=webview,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:f6ff7650-b03d-4c12-b112-559e4e40d024,"2019-05-29 09:15:15",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183144,StillImage,Photograph,en
183145,https://api.idigbio.org/v2/media/95c79dec548791b7ca4196790e223d70,https://api.idigbio.org/v2/media/95c79dec548791b7ca4196790e223d70,https://api.idigbio.org/v2/media/95c79dec548791b7ca4196790e223d70?size=thumbnail,https://api.idigbio.org/v2/media/95c79dec548791b7ca4196790e223d70?size=webview,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:a8325a1d-d47a-4a73-887d-608891560157,"2019-06-03 18:17:19",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183145,StillImage,Photograph,en
183146,https://api.idigbio.org/v2/media/f4e4d505b5609e3ffadd6205c00b7aca,https://api.idigbio.org/v2/media/f4e4d505b5609e3ffadd6205c00b7aca,https://api.idigbio.org/v2/media/f4e4d505b5609e3ffadd6205c00b7aca?size=thumbnail,https://api.idigbio.org/v2/media/f4e4d505b5609e3ffadd6205c00b7aca?size=webview,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:cbb8a9b0-9406-46b3-bab9-d3ed6d3b567f,"2019-06-03 18:17:21",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183146,StillImage,Photograph,en
183147,https://api.idigbio.org/v2/media/ea68ff0309d685eb1264aadf69c0eddf,https://api.idigbio.org/v2/media/ea68ff0309d685eb1264aadf69c0eddf,https://api.idigbio.org/v2/media/ea68ff0309d685eb1264aadf69c0eddf?size=thumbnail,https://api.idigbio.org/v2/media/ea68ff0309d685eb1264aadf69c0eddf?size=webview,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:1b38aad7-d43a-4a36-8642-2d9ab277494a,"2019-06-03 18:17:16",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183147,StillImage,Photograph,en
183147,https://bisque.cyverse.org/image_service/image/00-ffHoRiFWCiwARFXm4tqTnE/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-ffHoRiFWCiwARFXm4tqTnE/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-ffHoRiFWCiwARFXm4tqTnE/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-ffHoRiFWCiwARFXm4tqTnE/resize:1250/format:jpeg,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c80c3be9-b8c1-438a-834c-2ff40e144876,"2019-10-22 09:16:22",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183147,StillImage,Photograph,en
183148,https://api.idigbio.org/v2/media/5ea4f47c14c655f4f68eeeaefa963645,https://api.idigbio.org/v2/media/5ea4f47c14c655f4f68eeeaefa963645,https://api.idigbio.org/v2/media/5ea4f47c14c655f4f68eeeaefa963645?size=thumbnail,https://api.idigbio.org/v2/media/5ea4f47c14c655f4f68eeeaefa963645?size=webview,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:9b3d84a1-b550-419e-a63f-a2f1aebc1690,"2019-06-03 18:17:19",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183148,StillImage,Photograph,en
183148,https://bisque.cyverse.org/image_service/image/00-7QzyoCXeadLk9UY3Ges5pn/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-7QzyoCXeadLk9UY3Ges5pn/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-7QzyoCXeadLk9UY3Ges5pn/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-7QzyoCXeadLk9UY3Ges5pn/resize:1250/format:jpeg,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:67b08af8-fad9-4038-926b-9508e6b0f209,"2019-10-22 09:16:22",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183148,StillImage,Photograph,en
183149,https://api.idigbio.org/v2/media/fc8c2d1699b0250eb0ac410cb6a6cd51,https://api.idigbio.org/v2/media/fc8c2d1699b0250eb0ac410cb6a6cd51,https://api.idigbio.org/v2/media/fc8c2d1699b0250eb0ac410cb6a6cd51?size=thumbnail,https://api.idigbio.org/v2/media/fc8c2d1699b0250eb0ac410cb6a6cd51?size=webview,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c8df5bdf-acdc-494d-843e-f5ffbd92de61,"2019-05-29 09:15:17",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183149,StillImage,Photograph,en
183149,https://bisque.cyverse.org/image_service/image/00-SanuXTm6W3twJyQSS97Vrh/resize:4000/format:jpeg,https://bisque.cyverse.org/image_service/image/00-SanuXTm6W3twJyQSS97Vrh/resize:4000/format:jpeg,"https://bisque.cyverse.org/image_service/image/00-SanuXTm6W3twJyQSS97Vrh/thumbnail:200,200",https://bisque.cyverse.org/image_service/image/00-SanuXTm6W3twJyQSS97Vrh/resize:1250/format:jpeg,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:15a9872f-8b12-4896-b61c-3b4fc1372ba9,"2019-09-17 17:22:39",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183149,StillImage,Photograph,en
183150,https://api.idigbio.org/v2/media/1c0f6c1f35876c4246aee9945f3cb088,https://api.idigbio.org/v2/media/1c0f6c1f35876c4246aee9945f3cb088,https://api.idigbio.org/v2/media/1c0f6c1f35876c4246aee9945f3cb088?size=thumbnail,https://api.idigbio.org/v2/media/1c0f6c1f35876c4246aee9945f3cb088?size=webview,,"OBI - Robert F. Hoover Herbarium, Cal Poly State University (OBI)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:e781e07d-2ce8-4f72-95a4-f5aa8ff08e87,"2019-05-29 09:15:21",image/jpeg,http://cch2.org/portal/collections/individual/index.php?occid=183150,StillImage,Photograph,en
